ID,Behavior,Start,Stop,Duration
399,start,94.7,94.7,NA
399,rear,106.533,107.233,0.7
399,rear,109.833,110.333,0.5
399,rear,112.833,113.833,1
399,rear,129.133,129.567,0.434
399,rear,133.4,133.767,0.367
399,rear,134.467,135.267,0.8
399,rear,139.767,140.333,0.566
399,rear,147.9,148.9,1
399,rear,155.2,156.167,0.967
399,groom,161.133,166.9,5.767
399,freeze,169.433,169.7,0.267
399,groom,171.833,172.1,0.267
399,rear,174.167,174.8,0.633
399,freeze,178.1,178.467,0.367
399,rear,185.967,187.767,1.8
399,rear,191.567,192.233,0.666
399,rear,197.467,198.4,0.933
399,rear,200.733,202.033,1.3
399,rear,219.767,220.167,0.4
399,rear,234.667,237.1,2.433
399,rear,248.467,249.233,0.766
399,rear,257,259.133,2.133
399,rear,265.433,267.733,2.3
399,rear,270.933,272.367,1.434
399,rear,283.933,284.7,0.767
399,groom,288.4,312.6,24.2
399,rear,319.7,321.6,1.9
399,rear,326.733,328.167,1.434
399,rear,333.467,335.033,1.566
399,rear,348.2,349.467,1.267
399,rear,357.967,359.733,1.766
399,rear,364.633,365.533,0.9
399,rear,373.267,375.633,2.366
399,rear,377.067,377.933,0.866
399,rear,379.333,380.1,0.767
399,rear,386.867,387.8,0.933
399,rear,389.867,391.767,1.9
399,stop,394.7,394.7,NA
400,start,95.367,95.367,NA
400,rear,97.867,98.6,0.733
400,rear,101.833,102.3,0.467
400,rear,106.233,106.7,0.467
400,rear,108.567,109,0.433
400,rear,115.733,116.367,0.634
400,rear,126.033,127.5,1.467
400,groom,133.2,133.633,0.433
400,groom,134.8,136.233,1.433
400,groom,153.367,156.733,3.366
400,rear,160.067,160.867,0.8
400,rear,169.1,170.6,1.5
400,rear,182.633,184.333,1.7
400,rear,189.867,190.333,0.466
400,rear,203,203.833,0.833
400,freeze,209.7,210.567,0.867
400,freeze,212.8,213.1,0.3
400,freeze,229.833,230.133,0.3
400,freeze,231.767,232.267,0.5
400,rear,246.167,248.367,2.2
400,rear,251.4,253.5,2.1
400,rear,255.5,257.8,2.3
400,freeze,259.967,260.233,0.266
400,freeze,264.767,265.4,0.633
400,rear,268.1,268.633,0.533
400,groom,271.467,273.6,2.133
400,groom,274.867,275.467,0.6
400,rear,279.633,280.9,1.267
400,rear,288.933,290.033,1.1
400,groom,294.667,295.2,0.533
400,groom,298.667,305.333,6.666
400,rear,308.133,310.033,1.9
400,rear,312.433,315.5,3.067
400,rear,316.533,317.1,0.567
400,rear,320.667,322,1.333
400,freeze,323.667,324.067,0.4
400,rear,326.8,328.267,1.467
400,rear,331.467,333.5,2.033
400,freeze,334.133,334.567,0.434
400,rear,340.067,340.5,0.433
400,freeze,341.167,342.033,0.866
400,freeze,346.533,347.133,0.6
400,freeze,349.233,349.6,0.367
400,rear,352.2,353.3,1.1
400,rear,354.333,356.633,2.3
400,freeze,364.733,365,0.267
400,rear,367.7,369.067,1.367
400,rear,371.933,374.8,2.867
400,rear,381.333,382.867,1.534
400,stop,385.367,385.367,NA
401,start,569.767,569.767,NA
401,rear,581.5,582,0.5
401,rear,584.533,585.2,0.667
401,rear,589.933,591,1.067
401,rear,597.333,597.8,0.467
401,rear,608.1,608.6,0.5
401,rear,610.233,611.267,1.034
401,groom,612.933,614.033,1.1
401,freeze,616.7,616.967,0.267
401,groom,618.9,619.433,0.533
401,groom,620.433,625.167,4.734
401,groom,626.667,627.2,0.533
401,rear,629.2,629.933,0.733
401,rear,642.733,643.4,0.667
401,rear,653.633,654.267,0.634
401,rear,656.733,657.867,1.134
401,rear,660.433,661.133,0.7
